info @storybook/react v6.1.18
info 
info => Cleaning outputDir /var/folders/77/_0gptm0s1t92tf6_ntg6t0vc0000gp/T/chromatic--94953-J6JSzDWLLpzt
info => Copying static files from: public
info => Using prebuilt manager
info => Building preview..
info => Loading preview config..
info => Loading presets
info => Loading 1 config file in "./.storybook"
info => Loading 7 other files in "./.storybook"
info => Adding stories defined in ".storybook/main.js"
info => Loading Webpack configuration from `node_modules/react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack setup
info => Compiling preview..
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/core/dist/server/common/polyfills.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/core/dist/server/preview/globals.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/.storybook/storybook-init-framework-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/common/config.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/config.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-links/dist/preset/addDecorator.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-actions/dist/preset/addDecorator.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-actions/dist/preset/addArgs.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-backgrounds/dist/preset/addDecorator.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-backgrounds/dist/preset/addParameter.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/.storybook/preview.js-generated-config-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/.storybook/generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 17% building 59/65 modules 6 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/modules/es.array.concat.js
<s> [webpack.Progress] 17% building 59/66 modules 7 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/client-api/dist/client_api.js
<s> [webpack.Progress] 17% building 59/67 modules 8 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/client-api/dist/parameters.js
<s> [webpack.Progress] 17% building 59/68 modules 9 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/client-api/dist/decorators.js
<s> [webpack.Progress] 17% building 59/69 modules 10 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/client-api/dist/story_store.js
<s> [webpack.Progress] 17% building 59/70 modules 11 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/client-api/dist/config_api.js
<s> [webpack.Progress] 17% building 59/71 modules 12 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/client-api/dist/pathToId.js
<s> [webpack.Progress] 17% building 59/72 modules 13 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/client-api/dist/simulate-pageload.js
<s> [webpack.Progress] 17% building 59/73 modules 14 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/client-api/dist/queryparams.js
<s> [webpack.Progress] 17% building 59/74 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/client-api/dist/hooks.js
<s> [webpack.Progress] 17% building 59/75 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/client-api/dist/types.js
<s> [webpack.Progress] 17% building 59/76 modules 17 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/client-api/dist/inferControls.js
<s> [webpack.Progress] 17% building 60/76 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/client-api/dist/inferControls.js
<s> [webpack.Progress] 17% building 61/76 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/client-api/dist/inferControls.js
<s> [webpack.Progress] 17% building 61/77 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/export.js
<s> [webpack.Progress] 17% building 61/78 modules 17 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/object-assign.js
<s> [webpack.Progress] 17% building 61/79 modules 18 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/descriptors.js
<s> [webpack.Progress] 17% building 61/80 modules 19 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/global.js
<s> [webpack.Progress] 17% building 61/81 modules 20 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/is-forced.js
<s> [webpack.Progress] 17% building 61/82 modules 21 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/inherit-if-required.js
<s> [webpack.Progress] 17% building 61/83 modules 22 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/object-define-property.js
<s> [webpack.Progress] 17% building 61/84 modules 23 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/object-get-own-property-names.js
<s> [webpack.Progress] 17% building 61/85 modules 24 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/is-regexp.js
<s> [webpack.Progress] 17% building 61/86 modules 25 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/regexp-flags.js
<s> [webpack.Progress] 17% building 61/87 modules 26 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/regexp-sticky-helpers.js
<s> [webpack.Progress] 17% building 61/88 modules 27 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/redefine.js
<s> [webpack.Progress] 17% building 61/89 modules 28 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/fails.js
<s> [webpack.Progress] 17% building 61/90 modules 29 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/internal-state.js
<s> [webpack.Progress] 17% building 61/91 modules 30 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/set-species.js
<s> [webpack.Progress] 17% building 61/92 modules 31 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/well-known-symbol.js
<s> [webpack.Progress] 17% building 61/93 modules 32 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/regexp-exec.js
<s> [webpack.Progress] 17% building 61/94 modules 33 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/an-object.js
<s> [webpack.Progress] 17% building 61/95 modules 34 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/features/symbol/index.js
<s> [webpack.Progress] 17% building 62/95 modules 33 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/features/symbol/index.js
<s> [webpack.Progress] 17% building 63/95 modules 32 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/features/symbol/index.js
<s> [webpack.Progress] 17% building 64/95 modules 31 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/features/symbol/index.js
<s> [webpack.Progress] 17% building 64/96 modules 32 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/react/dist/client/index.js
<s> [webpack.Progress] 17% building 65/96 modules 31 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/react/dist/client/index.js
<s> [webpack.Progress] 17% building 66/96 modules 30 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/react/dist/client/index.js
<s> [webpack.Progress] 18% building 67/96 modules 29 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/react/dist/client/index.js
<s> [webpack.Progress] 18% building 68/96 modules 28 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/react/dist/client/index.js
<s> [webpack.Progress] 18% building 69/96 modules 27 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/react/dist/client/index.js
<s> [webpack.Progress] 18% building 70/96 modules 26 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/react/dist/client/index.js
<s> [webpack.Progress] 18% building 71/96 modules 25 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/react/dist/client/index.js
<s> [webpack.Progress] 18% building 72/96 modules 24 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/react/dist/client/index.js
<s> [webpack.Progress] 18% building 73/96 modules 23 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/react/dist/client/index.js
<s> [webpack.Progress] 18% building 74/96 modules 22 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/react/dist/client/index.js
<s> [webpack.Progress] 19% building 75/96 modules 21 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/react/dist/client/index.js
<s> [webpack.Progress] 19% building 76/96 modules 20 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/react/dist/client/index.js
<s> [webpack.Progress] 19% building 76/97 modules 21 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/babel-loader/lib/index.js??ref--9-oneOf-2!/Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/source-loader/dist/index.js??ref--7!/Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/src/components/InboxScreen/InboxScreen.stories.js
<s> [webpack.Progress] 19% building 76/98 modules 22 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/babel-loader/lib/index.js??ref--9-oneOf-2!/Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/source-loader/dist/index.js??ref--7!/Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/src/components/TaskList/TaskList.stories.js
<s> [webpack.Progress] 19% building 76/99 modules 23 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/babel-loader/lib/index.js??ref--9-oneOf-2!/Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/source-loader/dist/index.js??ref--7!/Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/src/components/Task/Task.stories.js
<s> [webpack.Progress] 19% building 76/100 modules 24 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/util-deprecate/browser.js
<s> [webpack.Progress] 19% building 76/101 modules 25 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 19% building 77/101 modules 24 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 19% building 78/101 modules 23 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 19% building 79/101 modules 22 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 19% building 80/101 modules 21 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 19% building 81/101 modules 20 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 19% building 82/101 modules 19 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 19% building 83/101 modules 18 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 20% building 84/101 modules 17 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 20% building 85/101 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 20% building 86/101 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 20% building 87/101 modules 14 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 20% building 88/101 modules 13 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 20% building 89/101 modules 12 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 20% building 90/101 modules 11 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 20% building 91/101 modules 10 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 21% building 92/101 modules 9 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 21% building 93/101 modules 8 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 21% building 94/101 modules 7 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 21% building 95/101 modules 6 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 21% building 95/102 modules 7 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/postcss-loader/src/index.js??postcss!/Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/src/index.css
<s> [webpack.Progress] 21% building 95/103 modules 8 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/ts-dedent/dist/index.js
<s> [webpack.Progress] 21% building 95/104 modules 9 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/internal-metadata.js
<s> [webpack.Progress] 21% building 95/105 modules 10 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/is-object.js
<s> [webpack.Progress] 21% building 95/106 modules 11 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/fix-regexp-well-known-symbol-logic.js
<s> [webpack.Progress] 21% building 95/107 modules 12 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/to-string-tag-support.js
<s> [webpack.Progress] 21% building 95/108 modules 13 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/airbnb-js-shims/target/es5.js
<s> [webpack.Progress] 21% building 95/109 modules 14 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addons/dist/public_api.js
<s> [webpack.Progress] 21% building 96/109 modules 13 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addons/dist/public_api.js
<s> [webpack.Progress] 21% building 96/110 modules 14 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/create-non-enumerable-property.js
<s> [webpack.Progress] 21% building 97/110 modules 13 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/core-js/internals/create-non-enumerable-property.js
<s> [webpack.Progress] 21% building 97/111 modules 14 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react-element-to-jsx-string/dist/cjs/index.js
<s> [webpack.Progress] 21% building 98/111 modules 13 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react-element-to-jsx-string/dist/cjs/index.js
<s> [webpack.Progress] 21% building 98/112 modules 14 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-backgrounds/dist/decorators/withBackground.js
<s> [webpack.Progress] 21% building 98/113 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-actions/dist/models/index.js
<s> [webpack.Progress] 21% building 98/114 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-actions/dist/preview/index.js
<s> [webpack.Progress] 21% building 98/115 modules 17 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/lib/index.js
<s> [webpack.Progress] 21% building 99/115 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/lib/index.js
<s> [webpack.Progress] 22% building 100/115 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/lib/index.js
<s> [webpack.Progress] 22% building 101/115 modules 14 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/lib/index.js
<s> [webpack.Progress] 22% building 102/115 modules 13 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/lib/index.js
<s> [webpack.Progress] 22% building 103/115 modules 12 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/lib/index.js
<s> [webpack.Progress] 22% building 104/115 modules 11 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/lib/index.js
<s> [webpack.Progress] 22% building 105/115 modules 10 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/lib/index.js
<s> [webpack.Progress] 22% building 105/116 modules 11 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/lib/docgen/types.js
<s> [webpack.Progress] 22% building 106/116 modules 10 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/lib/docgen/types.js
<s> [webpack.Progress] 22% building 106/117 modules 11 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/lib/docgen/extractDocgenProps.js
<s> [webpack.Progress] 22% building 106/118 modules 12 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/blocks/mdx.js
<s> [webpack.Progress] 22% building 106/119 modules 13 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/blocks/types.js
<s> [webpack.Progress] 22% building 106/120 modules 14 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/blocks/Wrapper.js
<s> [webpack.Progress] 22% building 106/121 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/blocks/Title.js
<s> [webpack.Progress] 22% building 106/122 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/blocks/Subheading.js
<s> [webpack.Progress] 22% building 106/123 modules 17 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/blocks/Subtitle.js
<s> [webpack.Progress] 22% building 106/124 modules 18 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/blocks/Story.js
<s> [webpack.Progress] 22% building 106/125 modules 19 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/blocks/Stories.js
<s> [webpack.Progress] 22% building 106/126 modules 20 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/blocks/Source.js
<s> [webpack.Progress] 22% building 106/127 modules 21 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/blocks/SourceContainer.js
<s> [webpack.Progress] 22% building 106/128 modules 22 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/blocks/Props.js
<s> [webpack.Progress] 22% building 106/129 modules 23 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/blocks/Primary.js
<s> [webpack.Progress] 22% building 106/130 modules 24 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/blocks/Preview.js
<s> [webpack.Progress] 22% building 106/131 modules 25 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/blocks/Meta.js
<s> [webpack.Progress] 22% building 107/131 modules 24 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/blocks/Meta.js
<s> [webpack.Progress] 22% building 107/132 modules 25 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_defineProperty.js
<s> [webpack.Progress] 22% building 108/132 modules 24 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_defineProperty.js
<s> [webpack.Progress] 22% building 108/133 modules 25 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_baseFor.js
<s> [webpack.Progress] 22% building 108/134 modules 26 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_baseMatches.js
<s> [webpack.Progress] 22% building 108/135 modules 27 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/property.js
